dept_title,oca_title,org_cost_acct,appropriation_amt,cur_doc_no,cur_doc_no_sfx,obj_lvl_3,obj_lvl_3_title,ESRI_OID
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"59,452.00",BU740047,36,1403,Workers compensation,6302
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"3,836.00",BU740047,37,1404,Unemployment compensation,6303
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"576,513.00",BU740047,38,1405,Group health insurance,6304
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"7,583.00",BU740047,39,1406,Group life insurance,6305
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"14,877.00",BU740047,40,1499,Employee benefits in aggregate,6306
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"47,118.00",BU740047,41,2100,Electricity,6307
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"13,678.00",BU740047,42,2102,Gas-Black Hills,6308
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"3,137.00",BU740047,43,2104,Water,6309
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"5,600.00",BU740047,44,2107,Trash service,6310
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"2,850.00",BU740047,45,2200,PBX - line charges,6311
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"4,770.00",BU740047,46,2201,PBX - instrument charges,6312
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,160.00,BU740047,47,2203,Long distance service,6313
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,480.00,BU740047,48,2206,Pagers and mobile phones,6314
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,250.00,BU740047,49,2207,Postage - regular,6315
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"5,880.00",BU740047,50,2214,Air cards - mobile,6316
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,488.00",BU740047,51,2215,Plexar,6317
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,252.00,BU740047,52,2216,Voice mail,6318
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,500.00",BU740047,53,2301,Meals and lodging allowance,6319
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,250.00",BU740047,54,2302,Out of town registration fees,6320
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,000.00",BU740047,55,2303,In town registration fees,6321
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,200.00",BU740047,56,2308,Transportation - out of town,6322
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"5,000.00",BU740047,57,2399,Other training/transportation,6323
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,450.00,BU740047,58,2501,Pre-employment expenses,6324
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"2,750.00",BU740047,59,2502,Medical and laboratory services,6325
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,600.00,BU740047,60,2503,Studies/Consultants,6326
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"60,000.00",BU740047,61,2505,Contractors,6327
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,400.00,BU740047,62,2514,Laboratory services,6328
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"95,000.00",BU740047,63,2516,Sublet repairs,6329
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,100.00",BU740047,64,2519,Background checks,6330
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"100,000.00",BU740047,65,2599,Other professional services,6331
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"42,979.00",BU740047,66,2600,Data center charges,6332
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"160,000.00",BU740047,67,2700,Motor pool - scheduled charges,6333
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"100,000.00",BU740047,68,2702,Lease/rent equipment,6334
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"4,500.00",BU740047,69,2703,Maintenance - equipment,6335
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"50,000.00",BU740047,70,2705,Outside services,6336
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"146,713.00",BU740044,40,1400,FICA,6337
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"223,446.00",BU740044,41,1401,Employee pension,6338
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,895,821.00",BU740044,31,1100,Bi-weekly wages,6339
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"21,996.00",BU740044,32,1101,Longevity,6340
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"-,647,501.00",BU740044,33,1180,Reimb Water/Sewer by Sewer/SWU,6341
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"14,439.00",BU740044,34,1190,Accrual,6342
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"45,968.00",BU740044,35,1199,Other,6343
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"6,150.00",BU740044,36,1204,Clothing allowance,6344
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"4,200.00",BU740044,37,1208,Cellular phone allowance,6345
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,300.00,BU740073,83,3199,Other office supplies,6346
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"-,913,310.00",BU740044,38,1299,Other-Special Salaries,6347
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"35,000.00",BU740073,84,3200,Clothing and towels,6348
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"15,000.00",BU740073,85,3400,Equipment parts and supplies,6349
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"3,500.00",BU740073,86,3402,Automotive,6350
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,900.00,BU740073,71,2802,Maintenance - grounds,6351
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"35,000.00",BU740073,72,2803,Maintenance - buildings,6352
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"15,000.00",BU740073,73,2805,Janitorial services,6353
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,175.00,BU740073,74,2902,Advertising,6354
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,100.00,BU740073,75,2904,Codes and manuals,6355
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,400.00,BU740073,76,2906,Membership dues,6356
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"9,100.00",BU740073,77,2917,Printing and copying,6357
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"850,000.00",BU740073,78,2919,Dirt and pavement cuts,6358
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,100.00,BU740073,79,2922,Shredding and recycling,6359
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"7,500.00",BU740073,80,2999,Other contractuals,6360
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,100.00",BU740073,81,3101,Computer/printer supplies,6361
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"15,000.00",BU740073,82,3103,Office supplies,6362
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"50,000.00",BU740044,97,3499,Other equipment parts,6363
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"500,000.00",BU740044,98,3500,Materials,6364
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,500.00,BU740044,99,3515,Welding supplies,6365
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,250.00,BU740044,100,3599,Other materials,6366
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"8,000.00",BU740045,1,3700,Building parts and materials,6367
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"25,000.00",BU740045,2,3800,"Non-capital shop equipment < $5,000 each",6368
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"3,000.00",BU740045,3,3804,"Data processing equipment  < $5,000 each",6369
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,250.00",BU740045,4,3805,Furniture & equipment <$5000 each,6370
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"3,000.00",BU740045,5,3807,"Garden/grounds/lawn equip < $5,000 each ",6371
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"5,750.00",BU740045,6,3809,"Plumbing equipment < $5,000 each",6372
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,000.00",BU740045,7,3812,"Communication equipment < $5,000 each",6373
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"36,000.00",BU740045,8,3899,"Other non-capitalized equip <$5,000 each",6374
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"3,500.00",BU740045,9,3901,Custodial supplies,6375
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,750.00",BU740045,10,3903,Food supplies,6376
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,175.00,BU740045,11,3904,Petty cash expenditures,6377
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"-73,988.00",BU740045,12,3980,Reimb Water/Sewer by Sewer/SWU,6378
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"1,500.00",BU740045,13,3999,Other commodities,6379
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"150,000.00",BU740045,14,4401,"Data processing equipment => $5,000",6380
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"300,000.00",BU740045,15,4502,"Trucks => $10,000",6381
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"300,000.00",BU740045,16,4505,"Vans => $10,000",6382
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"50,000.00",BU740045,17,4507,"Trailers => $10,000",6383
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"300,000.00",BU740045,18,4611,"Machinery & maintenance equip => $5,000",6384
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"80,000.00",BU740044,39,1300,Premium-Overtime,6385
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,550.00,BU740044,91,3403,Electrical,6386
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"194,661.00",BU740044,92,3405,Fuel,6387
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"25,000.00",BU740044,93,3406,Safety/security equipment,6388
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"2,000.00",BU740044,94,3407,Road/highway/traffic equipment,6389
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,350.00,BU740044,95,3409,Fire hydrant repair parts,6390
Public Works & Utilities,WATER DISTRIBUTION ADMINISTRATION,183327,"300,000.00",BU740044,96,3418,Water Distrib System parts,6391
Public Works & Utilities,METER READING,183404,"14,569.00",BU740045,25,1401,Employee pension,6392
Public Works & Utilities,METER READING,183404,"3,672.00",BU740045,26,1403,Workers compensation,6393
Public Works & Utilities,METER READING,183404,237.00,BU740045,27,1404,Unemployment compensation,6394
Public Works & Utilities,METER READING,183404,"10,859.00",BU740045,28,1405,Group health insurance,6395
Public Works & Utilities,METER READING,183404,462.00,BU740045,29,1406,Group life insurance,6396
Public Works & Utilities,METER READING,183404,570.00,BU740045,30,2200,PBX - line charges,6397
Public Works & Utilities,METER READING,183404,915.00,BU740045,31,2201,PBX - instrument charges,6398
Public Works & Utilities,METER READING,183404,30.00,BU740045,32,2203,Long distance service,6399
Public Works & Utilities,METER READING,183404,5.00,BU740045,33,2207,Postage - regular,6400
Public Works & Utilities,METER READING,183404,"11,000.00",BU740045,34,2599,Other professional services,6401
Public Works & Utilities,METER READING,183404,"7,312.00",BU740045,35,2600,Data center charges,6402
Public Works & Utilities,METER READING,183404,"115,628.00",BU740045,19,1100,Bi-weekly wages,6403
Public Works & Utilities,METER READING,183404,"2,820.00",BU740045,20,1101,Longevity,6404
Public Works & Utilities,METER READING,183404,"4,621.00",BU740045,21,1190,Accrual,6405
Public Works & Utilities,METER READING,183404,300.00,BU740045,22,1204,Clothing allowance,6406
Public Works & Utilities,METER READING,183404,"1,200.00",BU740045,23,1208,Cellular phone allowance,6407
Public Works & Utilities,METER READING,183404,"9,061.00",BU740045,24,1400,FICA,6408
Public Works & Utilities,METER READING,183404,"40,080.00",BU740033,4,2700,Motor pool - scheduled charges,6409
Public Works & Utilities,METER READING,183404,"2,400.00",BU740033,5,2917,Printing and copying,6410
Public Works & Utilities,METER READING,183404,"8,700.00",BU740033,7,3200,Clothing and towels,6411
Public Works & Utilities,METER READING,183404,150.00,BU740033,8,3400,Equipment parts and supplies,6412
Public Works & Utilities,METER READING,183404,300.00,BU740033,9,3403,Electrical,6413
Public Works & Utilities,METER READING,183404,"26,196.00",BU740033,10,3405,Fuel,6414
Public Works & Utilities,METER READING,183404,"55,000.00",BU740033,11,3418,Water Distrib System parts,6415
Public Works & Utilities,METER READING,183404,"19,000.00",BU740033,12,3500,Materials,6416
Public Works & Utilities,METER READING,183404,"9,100.00",BU740033,13,3899,"Other non-capitalized equip <$5,000 each",6417
Public Works & Utilities,METER READING,183404,"19,000.00",BU740033,6,2999,Other contractuals,6418
Public Works & Utilities,WATER LINE TECH,183405,"1,044,187.00",BU740033,14,1100,Bi-weekly wages,6419
Public Works & Utilities,WATER LINE TECH,183405,"13,260.00",BU740033,15,1101,Longevity,6420
Public Works & Utilities,WATER LINE TECH,183405,"3,671.00",BU740033,16,1190,Accrual,6421
Public Works & Utilities,WATER LINE TECH,183405,"3,750.00",BU740033,17,1204,Clothing allowance,6422
Public Works & Utilities,WATER LINE TECH,183405,600.00,BU740033,18,1208,Cellular phone allowance,6423
Public Works & Utilities,WATER LINE TECH,183405,"80,895.00",BU740033,19,1400,FICA,6424
Public Works & Utilities,WATER LINE TECH,183405,"130,066.00",BU740033,20,1401,Employee pension,6425
Public Works & Utilities,WATER LINE TECH,183405,"32,781.00",BU740033,21,1403,Workers compensation,6426
Public Works & Utilities,WATER LINE TECH,183405,"2,115.00",BU740033,22,1404,Unemployment compensation,6427
Public Works & Utilities,WATER LINE TECH,183405,"309,560.00",BU740033,23,1405,Group health insurance,6428
Public Works & Utilities,WATER LINE TECH,183405,"4,177.00",BU740033,24,1406,Group life insurance,6429
Public Works & Utilities,WATER LINE TECH,183405,342.00,BU740033,25,2200,PBX - line charges,6430
Public Works & Utilities,WATER LINE TECH,183405,810.00,BU740033,26,2201,PBX - instrument charges,6431
Public Works & Utilities,WATER LINE TECH,183405,10.00,BU740033,27,2203,Long distance service,6432
Public Works & Utilities,WATER LINE TECH,183405,240.00,BU740033,28,2206,Pagers and mobile phones,6433
Public Works & Utilities,WATER LINE TECH,183405,"5,040.00",BU740033,29,2214,Air cards - mobile,6434
Public Works & Utilities,WATER LINE TECH,183405,400.00,BU740033,30,2502,Medical and laboratory services,6435
Public Works & Utilities,WATER LINE TECH,183405,"16,407.00",BU740033,31,2600,Data center charges,6436
Public Works & Utilities,WATER LINE TECH,183405,"16,560.00",BU740033,32,2700,Motor pool - scheduled charges,6437
Public Works & Utilities,WATER LINE TECH,183405,900.00,BU740033,33,2917,Printing and copying,6438
Public Works & Utilities,WATER LINE TECH,183405,"32,500.00",BU740033,34,2919,Dirt and pavement cuts,6439
Public Works & Utilities,WATER LINE TECH,183405,350.00,BU740072,89,3800,"Non-capital shop equipment < $5,000 each",6440
Public Works & Utilities,WATER LINE TECH,183405,"4,900.00",BU740072,90,3899,"Other non-capitalized equip <$5,000 each",6441
Public Works & Utilities,WATER LINE TECH,183405,"6,900.00",BU740033,35,3200,Clothing and towels,6442
Public Works & Utilities,WATER LINE TECH,183405,"41,852.00",BU740033,36,3405,Fuel,6443
Public Works & Utilities,WATER LINE TECH,183405,"13,000.00",BU740033,37,3418,Water Distrib System parts,6444
Public Works & Utilities,WATER LINE TECH,183405,"1,100.00",BU740033,38,3500,Materials,6445
Public Works & Utilities,METER SHOP,183406,270.00,BU740073,2,2201,PBX - instrument charges,6446
Public Works & Utilities,METER SHOP,183406,114.00,BU740073,1,2200,PBX - line charges,6447
Public Works & Utilities,METER SHOP,183406,"365,202.00",BU740072,91,1100,Bi-weekly wages,6448
Public Works & Utilities,METER SHOP,183406,"8,640.00",BU740072,92,1101,Longevity,6449
Public Works & Utilities,METER SHOP,183406,370.00,BU740072,93,1190,Accrual,6450
Public Works & Utilities,METER SHOP,183406,"1,050.00",BU740072,94,1204,Clothing allowance,6451
Public Works & Utilities,METER SHOP,183406,"28,599.00",BU740072,95,1400,FICA,6452
Public Works & Utilities,METER SHOP,183406,"45,982.00",BU740072,96,1401,Employee pension,6453
Public Works & Utilities,METER SHOP,183406,"11,589.00",BU740072,97,1403,Workers compensation,6454
Public Works & Utilities,METER SHOP,183406,747.00,BU740072,98,1404,Unemployment compensation,6455
Public Works & Utilities,METER SHOP,183406,"88,900.00",BU740072,99,1405,Group health insurance,6456
Public Works & Utilities,METER SHOP,183406,"1,461.00",BU740072,100,1406,Group life insurance,6457
Public Works & Utilities,METER SHOP,183406,5.00,BU740073,3,2203,Long distance service,6458
Public Works & Utilities,METER SHOP,183406,"1,155.00",BU740073,4,2600,Data center charges,6459
Public Works & Utilities,METER SHOP,183406,650.00,BU740073,5,2917,Printing and copying,6460
Public Works & Utilities,METER SHOP,183406,"1,100.00",BU740073,6,3200,Clothing and towels,6461
Public Works & Utilities,METER SHOP,183406,"47,500.00",BU740073,7,3400,Equipment parts and supplies,6462
Public Works & Utilities,METER SHOP,183406,"4,500.00",BU740073,8,3406,Safety/security equipment,6463
Public Works & Utilities,METER SHOP,183406,"486,000.00",BU740073,9,3418,Water Distrib System parts,6464
Public Works & Utilities,METER SHOP,183406,"21,000.00",BU740073,10,3500,Materials,6465
Public Works & Utilities,METER SHOP,183406,750.00,BU740068,75,3800,"Non-capital shop equipment < $5,000 each",6466
Public Works & Utilities,METER SHOP,183406,400.00,BU740068,76,3803,"Lab equipment < $5,000 each",6467
