OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt
7236,500,AIRPORT AUTHORITY FUND,BU740077,22,19,Airport,1,Personnel services,110,Regular salaries,1199,Other,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,-36000
7237,500,AIRPORT AUTHORITY FUND,BU740077,23,19,Airport,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,600
7238,500,AIRPORT AUTHORITY FUND,BU740077,24,19,Airport,1,Personnel services,130,Overtime,1300,Premium-Overtime,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,3500
7239,500,AIRPORT AUTHORITY FUND,BU740077,25,19,Airport,1,Personnel services,140,Employee benefits,1400,FICA,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,63108
7240,500,AIRPORT AUTHORITY FUND,BU740077,26,19,Airport,1,Personnel services,140,Employee benefits,1401,Employee pension,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,101467
7241,500,AIRPORT AUTHORITY FUND,BU740077,27,19,Airport,1,Personnel services,140,Employee benefits,1403,Workers compensation,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,18730
7242,500,AIRPORT AUTHORITY FUND,BU740077,28,19,Airport,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,1650
7243,500,AIRPORT AUTHORITY FUND,BU740077,29,19,Airport,1,Personnel services,140,Employee benefits,1405,Group health insurance,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,234226
7244,500,AIRPORT AUTHORITY FUND,BU740077,30,19,Airport,1,Personnel services,140,Employee benefits,1406,Group life insurance,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,3232
7245,500,AIRPORT AUTHORITY FUND,BU740077,31,19,Airport,1,Personnel services,140,Employee benefits,1409,Other,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,-9650
7246,500,AIRPORT AUTHORITY FUND,BU740077,32,19,Airport,2,Contractual services,220,Communications,2200,PBX - line charges,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,3540
7247,500,AIRPORT AUTHORITY FUND,BU740077,33,19,Airport,2,Contractual services,220,Communications,2203,Long distance service,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,30
7248,500,AIRPORT AUTHORITY FUND,BU740077,34,19,Airport,2,Contractual services,220,Communications,2206,Pagers and mobile phones,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,96
7249,500,AIRPORT AUTHORITY FUND,BU740077,35,19,Airport,2,Contractual services,220,Communications,2207,Postage - regular,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,30
7250,515,Golf Course System Fund,BU740052,73,21,Golf Course System,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3809,"Plumbing equipment < $5,000 each",210100,Auburn Hills-Golf Course,5000
7251,515,Golf Course System Fund,BU740052,74,21,Golf Course System,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3815,"Safety equipment < $5,000 each",210100,Auburn Hills-Golf Course,100
7252,515,Golf Course System Fund,BU740052,75,21,Golf Course System,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3899,"Other non-capitalized equip <$5,000 each",210100,Auburn Hills-Golf Course,500
7253,515,Golf Course System Fund,BU740052,76,21,Golf Course System,3,Materials and supplies,390,Other commodities,3901,Custodial supplies,210100,Auburn Hills-Golf Course,650
7254,515,Golf Course System Fund,BU740052,77,21,Golf Course System,3,Materials and supplies,390,Other commodities,3902,Medical supplies,210100,Auburn Hills-Golf Course,100
7255,515,Golf Course System Fund,BU740052,78,21,Golf Course System,4,Capital outlay,460,"Operating equipment => $5,000",4610,"Lawn and farm equipment => $5,000",210100,Auburn Hills-Golf Course,58000
7256,515,Golf Course System Fund,BU740052,79,21,Golf Course System,5,Other expenditures,540,Inventory,5400,Inventory for resale,210100,Auburn Hills-Golf Course,19091
7257,515,Golf Course System Fund,BU740052,80,21,Golf Course System,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,210101,Auburn Hills-Clubhouse Operations,140590
7258,515,Golf Course System Fund,BU740052,81,21,Golf Course System,1,Personnel services,110,Regular salaries,1190,Accrual,210101,Auburn Hills-Clubhouse Operations,1449
7259,515,Golf Course System Fund,BU740052,82,21,Golf Course System,1,Personnel services,120,Special salaries,1200,Part time/seasonal,210101,Auburn Hills-Clubhouse Operations,121667
7260,515,Golf Course System Fund,BU740052,83,21,Golf Course System,1,Personnel services,140,Employee benefits,1400,FICA,210101,Auburn Hills-Clubhouse Operations,20063
7261,515,Golf Course System Fund,BU740052,84,21,Golf Course System,1,Personnel services,140,Employee benefits,1401,Employee pension,210101,Auburn Hills-Clubhouse Operations,17293
7262,515,Golf Course System Fund,BU740052,85,21,Golf Course System,1,Personnel services,140,Employee benefits,1403,Workers compensation,210101,Auburn Hills-Clubhouse Operations,4826
7263,515,Golf Course System Fund,BU740052,86,21,Golf Course System,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,210101,Auburn Hills-Clubhouse Operations,525
7264,515,Golf Course System Fund,BU740052,87,21,Golf Course System,1,Personnel services,140,Employee benefits,1405,Group health insurance,210101,Auburn Hills-Clubhouse Operations,10859
7265,515,Golf Course System Fund,BU740052,88,21,Golf Course System,1,Personnel services,140,Employee benefits,1406,Group life insurance,210101,Auburn Hills-Clubhouse Operations,562
7266,515,Golf Course System Fund,BU740052,89,21,Golf Course System,2,Contractual services,210,Utilities,2100,Electricity,210101,Auburn Hills-Clubhouse Operations,330
7267,515,Golf Course System Fund,BU740052,90,21,Golf Course System,2,Contractual services,210,Utilities,2104,Water,210101,Auburn Hills-Clubhouse Operations,6900
7268,515,Golf Course System Fund,BU740052,91,21,Golf Course System,2,Contractual services,210,Utilities,2107,Trash service,210101,Auburn Hills-Clubhouse Operations,1714
7269,515,Golf Course System Fund,BU740052,92,21,Golf Course System,2,Contractual services,220,Communications,2207,Postage - regular,210101,Auburn Hills-Clubhouse Operations,50
7270,515,Golf Course System Fund,BU740052,93,21,Golf Course System,2,Contractual services,220,Communications,2212,CATV (Cable),210101,Auburn Hills-Clubhouse Operations,1540
7271,515,Golf Course System Fund,BU740052,94,21,Golf Course System,2,Contractual services,220,Communications,2215,Plexar,210101,Auburn Hills-Clubhouse Operations,1488
7272,515,Golf Course System Fund,BU740052,95,21,Golf Course System,2,Contractual services,230,Transportation and training,2301,Meals and lodging allowance,210101,Auburn Hills-Clubhouse Operations,168
7273,515,Golf Course System Fund,BU740052,96,21,Golf Course System,2,Contractual services,230,Transportation and training,2302,Out of town registration fees,210101,Auburn Hills-Clubhouse Operations,313
7274,515,Golf Course System Fund,BU740052,97,21,Golf Course System,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,210101,Auburn Hills-Clubhouse Operations,240
7275,515,Golf Course System Fund,BU740052,98,21,Golf Course System,2,Contractual services,240,Insurance,2400,Building and contents insurance,210101,Auburn Hills-Clubhouse Operations,4416
7276,515,Golf Course System Fund,BU740052,99,21,Golf Course System,2,Contractual services,250,Professional services,2500,Certification fees,210101,Auburn Hills-Clubhouse Operations,400
7277,515,Golf Course System Fund,BU740052,100,21,Golf Course System,2,Contractual services,250,Professional services,2599,Other professional services,210101,Auburn Hills-Clubhouse Operations,225
7278,515,Golf Course System Fund,BU740053,1,21,Golf Course System,2,Contractual services,260,Data processing,2600,Data center charges,210101,Auburn Hills-Clubhouse Operations,5002
7279,515,Golf Course System Fund,BU740053,2,21,Golf Course System,2,Contractual services,270,Equipment charges,2702,Lease/rent equipment,210101,Auburn Hills-Clubhouse Operations,5000
7280,515,Golf Course System Fund,BU740053,3,21,Golf Course System,2,Contractual services,270,Equipment charges,2705,Outside services,210101,Auburn Hills-Clubhouse Operations,2000
7281,515,Golf Course System Fund,BU740053,4,21,Golf Course System,2,Contractual services,270,Equipment charges,2706,Towel rental service,210101,Auburn Hills-Clubhouse Operations,1000
7285,515,Golf Course System Fund,BU740053,8,21,Golf Course System,2,Contractual services,290,Other contractuals,2906,Membership dues,210101,Auburn Hills-Clubhouse Operations,1030
7286,515,Golf Course System Fund,BU740053,9,21,Golf Course System,2,Contractual services,290,Other contractuals,2917,Printing and copying,210101,Auburn Hills-Clubhouse Operations,650
7287,515,Golf Course System Fund,BU740053,10,21,Golf Course System,3,Materials and supplies,310,Office supplies,3103,Office supplies,210101,Auburn Hills-Clubhouse Operations,100
7282,515,Golf Course System Fund,BU740053,5,21,Golf Course System,2,Contractual services,280,Buildings and grounds charges,2803,Maintenance - buildings,210101,Auburn Hills-Clubhouse Operations,2620
7283,515,Golf Course System Fund,BU740053,6,21,Golf Course System,2,Contractual services,280,Buildings and grounds charges,2804,Pest control services,210101,Auburn Hills-Clubhouse Operations,603
7284,515,Golf Course System Fund,BU740053,7,21,Golf Course System,2,Contractual services,280,Buildings and grounds charges,2806,Security/Fire services,210101,Auburn Hills-Clubhouse Operations,502
7288,515,Golf Course System Fund,BU740053,11,21,Golf Course System,3,Materials and supplies,320,Clothing and towels,3200,Clothing and towels,210101,Auburn Hills-Clubhouse Operations,129
7289,515,Golf Course System Fund,BU740053,12,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,210101,Auburn Hills-Clubhouse Operations,5202
7290,515,Golf Course System Fund,BU740053,13,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3402,Automotive,210101,Auburn Hills-Clubhouse Operations,2490
7291,515,Golf Course System Fund,BU740053,14,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3403,Electrical,210101,Auburn Hills-Clubhouse Operations,100
7292,515,Golf Course System Fund,BU740053,15,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3406,Safety/security equipment,210101,Auburn Hills-Clubhouse Operations,50
7293,515,Golf Course System Fund,BU740053,16,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3421,Tires,210101,Auburn Hills-Clubhouse Operations,1500
7294,515,Golf Course System Fund,BU740053,17,21,Golf Course System,3,Materials and supplies,370,Building parts,3700,Building parts and materials,210101,Auburn Hills-Clubhouse Operations,730
7295,515,Golf Course System Fund,BU740053,18,21,Golf Course System,3,Materials and supplies,370,Building parts,3799,Other building parts and materials,210101,Auburn Hills-Clubhouse Operations,2000
7296,515,Golf Course System Fund,BU740053,19,21,Golf Course System,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3800,"Non-capital shop equipment < $5,000 each",210101,Auburn Hills-Clubhouse Operations,2000
7297,515,Golf Course System Fund,BU740053,20,21,Golf Course System,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3801,"Appliances < $5,000 each",210101,Auburn Hills-Clubhouse Operations,2857
7298,515,Golf Course System Fund,BU740053,21,21,Golf Course System,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3806,"Athletic equipment < $5,000 each",210101,Auburn Hills-Clubhouse Operations,12000
7299,515,Golf Course System Fund,BU740053,22,21,Golf Course System,3,Materials and supplies,390,Other commodities,3901,Custodial supplies,210101,Auburn Hills-Clubhouse Operations,2250
7300,515,Golf Course System Fund,BU740053,23,21,Golf Course System,3,Materials and supplies,390,Other commodities,3902,Medical supplies,210101,Auburn Hills-Clubhouse Operations,100
7301,515,Golf Course System Fund,BU740053,24,21,Golf Course System,5,Other expenditures,540,Inventory,5400,Inventory for resale,210101,Auburn Hills-Clubhouse Operations,19091
7302,515,Golf Course System Fund,BU740053,25,21,Golf Course System,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,210200,LW Clapp Park,134859
7303,515,Golf Course System Fund,BU740053,26,21,Golf Course System,1,Personnel services,110,Regular salaries,1101,Longevity,210200,LW Clapp Park,900
7304,515,Golf Course System Fund,BU740053,27,21,Golf Course System,1,Personnel services,110,Regular salaries,1190,Accrual,210200,LW Clapp Park,1449
7305,515,Golf Course System Fund,BU740053,28,21,Golf Course System,1,Personnel services,120,Special salaries,1200,Part time/seasonal,210200,LW Clapp Park,59802
7306,515,Golf Course System Fund,BU740053,29,21,Golf Course System,1,Personnel services,120,Special salaries,1204,Clothing allowance,210200,LW Clapp Park,150
7307,515,Golf Course System Fund,BU740053,30,21,Golf Course System,1,Personnel services,140,Employee benefits,1400,FICA,210200,LW Clapp Park,14960
7308,515,Golf Course System Fund,BU740053,31,21,Golf Course System,1,Personnel services,140,Employee benefits,1401,Employee pension,210200,LW Clapp Park,16698
7309,515,Golf Course System Fund,BU740053,32,21,Golf Course System,1,Personnel services,140,Employee benefits,1403,Workers compensation,210200,LW Clapp Park,3405
7310,515,Golf Course System Fund,BU740053,33,21,Golf Course System,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,210200,LW Clapp Park,391
7311,515,Golf Course System Fund,BU740053,34,21,Golf Course System,1,Personnel services,140,Employee benefits,1405,Group health insurance,210200,LW Clapp Park,27106
7312,515,Golf Course System Fund,BU740053,35,21,Golf Course System,1,Personnel services,140,Employee benefits,1406,Group life insurance,210200,LW Clapp Park,540
7313,515,Golf Course System Fund,BU740053,36,21,Golf Course System,2,Contractual services,210,Utilities,2100,Electricity,210200,LW Clapp Park,9278
7314,515,Golf Course System Fund,BU740053,37,21,Golf Course System,2,Contractual services,210,Utilities,2101,Gas-ONEOK Kansas Gas Service,210200,LW Clapp Park,3950
7315,515,Golf Course System Fund,BU740053,38,21,Golf Course System,2,Contractual services,210,Utilities,2104,Water,210200,LW Clapp Park,105769
7316,515,Golf Course System Fund,BU740053,39,21,Golf Course System,2,Contractual services,220,Communications,2215,Plexar,210200,LW Clapp Park,744
7317,515,Golf Course System Fund,BU740053,40,21,Golf Course System,2,Contractual services,230,Transportation and training,2301,Meals and lodging allowance,210200,LW Clapp Park,240
7318,515,Golf Course System Fund,BU740053,41,21,Golf Course System,2,Contractual services,230,Transportation and training,2302,Out of town registration fees,210200,LW Clapp Park,385
7319,515,Golf Course System Fund,BU740053,42,21,Golf Course System,2,Contractual services,240,Insurance,2401,Vehicle liability,210200,LW Clapp Park,200
7320,515,Golf Course System Fund,BU740053,43,21,Golf Course System,2,Contractual services,250,Professional services,2500,Certification fees,210200,LW Clapp Park,70
7321,515,Golf Course System Fund,BU740053,44,21,Golf Course System,2,Contractual services,250,Professional services,2503,Studies/Consultants,210200,LW Clapp Park,1060
7322,515,Golf Course System Fund,BU740053,45,21,Golf Course System,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,210200,LW Clapp Park,14400
7323,515,Golf Course System Fund,BU740053,46,21,Golf Course System,2,Contractual services,270,Equipment charges,2702,Lease/rent equipment,210200,LW Clapp Park,500
7324,515,Golf Course System Fund,BU740053,47,21,Golf Course System,2,Contractual services,270,Equipment charges,2705,Outside services,210200,LW Clapp Park,1300
7325,515,Golf Course System Fund,BU740053,48,21,Golf Course System,2,Contractual services,290,Other contractuals,2917,Printing and copying,210200,LW Clapp Park,60
7326,515,Golf Course System Fund,BU740053,49,21,Golf Course System,3,Materials and supplies,320,Clothing and towels,3200,Clothing and towels,210200,LW Clapp Park,94
7327,515,Golf Course System Fund,BU740053,50,21,Golf Course System,3,Materials and supplies,330,Chemicals,3301,Industrial chemicals,210200,LW Clapp Park,12742
7328,515,Golf Course System Fund,BU740053,51,21,Golf Course System,3,Materials and supplies,330,Chemicals,3399,Other chemicals,210200,LW Clapp Park,7329
7329,515,Golf Course System Fund,BU740053,52,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,210200,LW Clapp Park,13360
7330,515,Golf Course System Fund,BU740053,53,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3402,Automotive,210200,LW Clapp Park,130
